id,username,teks_asli,teks_bersih,sentimen,skor,topik,likes,retweets,tanggal,keyword
431312393549791232,tribunnews,Raja Isa Waspadai Tiga Pemain Gresik - Super Ball http://t.co/eYgOHJ1U3v via @tribunnews,raja isa waspadai tiga pemain gresik super ball via,netral,0.998,umum,0,3,2014-02-06,Gresik
431309913424674816,infosurabaya,Pelayaran kapal penumpang menuju P. Bawean dari Pelabuhan Gresik mulai dibuka setelah gelombang tinggi. http://t.co/p0IUb3NSvi #SekilasJatim,pelayaran kapal penumpang menuju p bawean dari pelabuhan gresik mulai dibuka setelah gelombang tinggi sekilasjatim,netral,0.996,umum,0,5,2014-02-06,Gresik
431308490888327169,Football_ID,Gresik Optimis Menang http://t.co/6nqFjAtJT3 #Indonesia #Football,gresik optimis menang indonesia football,netral,0.908,umum,1,2,2014-02-06,Gresik
431298106282762240,TwitSURABAYA,"#HCNews Tolak Kenaikan Tarif, Mahasiswa Gresik Demo PDAM http://t.co/ppHJlkuPvI",hcnews tolak kenaikan tarif mahasiswa gresik demo pdam,netral,0.998,infrastruktur,0,0,2014-02-06,Gresik
431283186946281472,e100ss,"111.28:
1.Turun tol Romokalisari arah Gresik macet. Kendaraan sudah 30 menit tidak bergerak. Ekor kepadatan sudah... http://t.co/hQP17DqAgI",11128 1turun tol romokalisari arah gresik macet kendaraan sudah 30 menit tidak bergerak ekor kepadatan sudah,netral,0.933,infrastruktur,0,0,2014-02-06,Gresik
431279170157826048,LensorANTV,"ISLday Kamis 6 Feb :
Arema v Persik Live @kvisiontv 19:00
Gresik United v Persijap live @kvisionTv 15:30
PBR v SFC live @OfficialRCTI 15.30""",islday kamis 6 feb arema v persik live 1900 gresik united v persijap live 1530 pbr v sfc live 1530,netral,0.997,umum,2,9,2014-02-06,Gresik
431265234444361728,SiaranBolaLivee,#ISL Gresik United vs Persijap hari ini jam 15.30 WIB di Stadion Petrokimia Gresik live Kvisiontv | @ULTRASGresik_UC @PersijapOnline,isl gresik united vs persijap hari ini jam 1530 wib di stadion petrokimia gresik live kvisiontv,netral,0.997,industri,0,0,2014-02-06,Gresik
431262782651392001,e100ss,10.03: Info awal : Pick up terperosok di jalur rumput interchange Tol Dupak arah Gresik. Petugas sedang menuju lokasi. (odp-rt),1003 info awal pick up terperosok di jalur rumput interchange tol dupak arah gresik petugas sedang menuju lokasi odprt,netral,0.997,infrastruktur,0,0,2014-02-06,Gresik
431249833677299712,e100ss,"09.12 :
1.Baliho caleg roboh di sebelah barat Yakaya Rungkut, waspada Kawan;
2.Tol Margomulyo-Gresik merambat... http://t.co/TEQnpt8hqQ",0912 1baliho caleg roboh di sebelah barat yakaya rungkut waspada kawan 2tol margomulyogresik merambat,netral,0.962,bencana,1,1,2014-02-06,Gresik
431240149767184385,e100ss,Gresik Gelar Operasi Kasih Sayang Untuk Pelajar. (odp-rt)... http://t.co/LjZrOzFWBN,gresik gelar operasi kasih sayang untuk pelajar odprt,netral,0.996,umum,1,1,2014-02-06,Gresik
431214062223900672,SiaranBolaLive,Via @ISL_Mania: HARI INI ISL:PBR vs SRIWIJAYA FC [RCTI 15.30] ■ GRESIK UNITED vs PERSIJAP [KVision 15.30] ■ AREMA vs PERSIK [ KVision 19.00],via hari ini islpbr vs sriwijaya fc rcti 1530 gresik united vs persijap kvision 1530 arema vs persik kvision 1900,netral,0.997,umum,1,12,2014-02-05,Gresik
431211889226301440,Bolanet,"http://t.co/gOCNgPjOYs - Cedera Pulih, Herry Bersiap Bela Gresik United",cedera pulih herry bersiap bela gresik united,netral,0.998,umum,0,10,2014-02-05,Gresik
431204050642538496,tribunnews,"Tribun Jakarta Jamu Persijap, Persegres Gresik United Tetap Pakai Satu Striker: Persegr... http://t.co/owdyRgcbGO http://t.co/GxdpCGgad9",tribun jakarta jamu persijap persegres gresik united tetap pakai satu striker persegr,netral,0.997,olahraga,0,0,2014-02-05,Gresik
431200405091921920,WartaKota,"Jamu Persijap, Persegres Gresik United Tetap Pakai Satu Striker: Persegres wajib mengemas tiga poin perdananya... http://t.co/n0WQMdzXuG",jamu persijap persegres gresik united tetap pakai satu striker persegres wajib mengemas tiga poin perdananya,netral,0.995,olahraga,0,0,2014-02-05,Gresik
431146023071670272,WartaKota,"Persijap Cari Obat Pelipur Lara di Gresik: Di Gresik, Evaldo Silva dkk ingin menyembuhkan luka ini dengan menc... http://t.co/clJYtb9zfo",persijap cari obat pelipur lara di gresik di gresik evaldo silva dkk ingin menyembuhkan luka ini dengan menc,netral,0.997,umum,0,0,2014-02-05,Gresik
431073733147492354,Bolanet,http://t.co/3JnzcdvPkI 0 Gresik United Fokus Benahi Kelemahan Jelang Lawan Persijap,0 gresik united fokus benahi kelemahan jelang lawan persijap,netral,0.997,umum,0,12,2014-02-05,Gresik
431071209287991299,sketsaLUCU,"SPORT : Pakai semen gresik, Madrid kokoh dipuncak |",sport pakai semen gresik madrid kokoh dipuncak,netral,0.987,industri,1,38,2014-02-05,Gresik
431057742061527040,infoGRESIK,Deket exit tol Kebomas buka sampai malam banget RT @kamimceking yamene ono dodolan sego krawu ng daerah ndi rek??,deket exit tol kebomas buka sampai malam banget rt yamene ono dodolan sego krawu ng daerah ndi rek,positif,0.732,infrastruktur,1,0,2014-02-05,Gresik
431050185922584576,infoGRESIK,Ikuti seminar Sumber UANG Masa Depan di INTERNET w/ @pakarseo 12 Feb 2014 @ Graha Petrokimia. CP: @tweetoptimush 08563000680 BBM: 329D2DF7,ikuti seminar sumber uang masa depan di internet w 12 feb 2014 graha petrokimia cp 08563000680 bbm 329d2df7,netral,0.997,industri,1,1,2014-02-05,Gresik
431040008393216000,WartaKota,"Gresik United Pakai Formasi 4-2-3-1 Menghadapi Persijap Jepara: ""Siapa pun penyerang yang akan diturunkan, dih... http://t.co/qECfrcr6DW",gresik united pakai formasi 4231 menghadapi persijap jepara siapa pun penyerang yang akan diturunkan dih,netral,0.997,umum,0,0,2014-02-05,Gresik
431040007722119168,WartaKota,"Gresik United Antisipasi Motivasi Pemain Persijap: Oleh karena itu, Agus meminta anak asuhnya untuk tampil per... http://t.co/h8UV84RBaL",gresik united antisipasi motivasi pemain persijap oleh karena itu agus meminta anak asuhnya untuk tampil per,netral,0.995,umum,0,0,2014-02-05,Gresik
431038806653796353,antaranews,"Gresik gelar operasi ""Kasih Sayang"" untuk pelajar http://t.co/OhKDbKUHFY",gresik gelar operasi kasih sayang untuk pelajar,netral,0.995,umum,1,3,2014-02-05,Gresik
431011912080715776,infoGRESIK,Pelatih Timnas U-23 Akan Pantau Pertandingan Persegres dan Persijap Besok http://t.co/OwDbbgmk0h | tribun,pelatih timnas u23 akan pantau pertandingan persegres dan persijap besok tribun,netral,0.998,olahraga,1,2,2014-02-05,Gresik
431002202459471872,Bisniscom,Pertagas Tunggu Alokasi Gas untuk Pipa Gresik-Semarang http://t.co/GSiZzhZFjJ,pertagas tunggu alokasi gas untuk pipa gresiksemarang,netral,0.997,umum,0,0,2014-02-05,Gresik
430963289334370304,e100ss,"14.12:
1.Truk as patah di belokan Sedayu Gresik arah Tuban, belum terdampak kemacetan;
2.Bypass Krian arah... http://t.co/XvwV15ibOp",1412 1truk as patah di belokan sedayu gresik arah tuban belum terdampak kemacetan 2bypass krian arah,netral,0.997,infrastruktur,0,1,2014-02-05,Gresik
430948953077452800,DPP_PKB,FPKB Gresik Bantu Korban Banjir dengan Pasar Murah http://t.co/XUIe8CLtJp,fpkb gresik bantu korban banjir dengan pasar murah,netral,0.99,bencana,0,1,2014-02-05,Gresik
430883743570489344,Gerindra,":) RT @DaniSoenarso: Naek kuda ke gresik, pulangnya mampir lamongan, @gerindra Paling Asik, parpol laen pada ketinggalan @gerindrajatim",rt naek kuda ke gresik pulangnya mampir lamongan paling asik parpol laen pada ketinggalan,positif,0.975,umum,1,2,2014-02-05,Gresik
430874310291767296,eventsurabaya,Turnamen futsal STREET7th tingkat smp-sma/sederajat sejatim | 13-23 Feb '13 | oleh SMAN 1 Gresik more info cek @STREETSMANSA,turnamen futsal street7th tingkat smpsmasederajat sejatim 1323 feb 13 oleh sman 1 gresik more info cek,netral,0.993,umum,0,5,2014-02-05,Gresik
430769964576808960,MitaEnglandMuse,"Packing beress , bsk k Malang acr gathering Semen Gresik ;) skrg sitirohat dulu ;) #RoadTo2ndAlbumTheVirgin",packing beress bsk k malang acr gathering semen gresik skrg sitirohat dulu roadto2ndalbumthevirgin,netral,0.992,industri,13,130,2014-02-04,Gresik
428110329940152320,SejarahRI,Masjid Pesucinan Leran Tertua di tanah jawa yg berada di desa Leran Kecamatan Manyar Kabupaten Gresik. http://t.co/0Q7RYhAwzq,masjid pesucinan leran tertua di tanah jawa yg berada di desa leran kecamatan manyar kabupaten gresik,positif,0.551,umum,2,5,2014-01-28,Kabupaten Gresik
426294841559891968,liputan6dotcom,"Pulau Bawean mungkin masih asing di telinga kita, padahal sebenarnya pulau ini masih termasuk dalam Kabupaten Gresik http://t.co/vSkFuutTQ2",pulau bawean mungkin masih asing di telinga kita padahal sebenarnya pulau ini masih termasuk dalam kabupaten gresik,positif,0.559,umum,0,3,2014-01-23,Kabupaten Gresik
408533334805868544,beritaKBR,"2014, Tak Ada Sampah Menumpuk di Kabupaten Gresik http://t.co/Jg9GPNY0dQ",2014 tak ada sampah menumpuk di kabupaten gresik,netral,0.97,umum,0,0,2013-12-05,Kabupaten Gresik
408529932067672065,beritaKBR,"2014, Tak Ada Sampah Menumpuk di Kabupaten Gresik - http://t.co/8DkCzXaMKF @portalkbr",2014 tak ada sampah menumpuk di kabupaten gresik,netral,0.97,umum,0,0,2013-12-05,Kabupaten Gresik
400504741844619264,urbancikarang,"13.05 UMK 2014 Kab. Gresik sementara ini tertinggi di Jawa Timur, Rp. 2.376.918. Kab. Bekasi? Sabar masih dibahas http://t.co/fbDZ62VBoV",1305 umk 2014 kab gresik sementara ini tertinggi di jawa timur rp 2376918 kab bekasi sabar masih dibahas,netral,0.997,industri,0,2,2013-11-13,Kabupaten Gresik
393563737933627392,e100ss,"Sesosok mayat diduga korban pembunuhan ditemukan di Desa Beton, Kecamatan Menganti, Kabupaten Gresik.... http://t.co/glHst0H8eD",sesosok mayat diduga korban pembunuhan ditemukan di desa beton kecamatan menganti kabupaten gresik,netral,0.996,umum,0,1,2013-10-25,Kabupaten Gresik
386298861561450497,hariankompas,"Warga yang tersebar di 166 desa di Kabupaten Lamongan, Gresik, dan Bojonegoro,mengalami krisis air bersih.  http://t.co/q2yNfnIYqF",warga yang tersebar di 166 desa di kabupaten lamongan gresik dan bojonegoromengalami krisis air bersih,netral,0.992,umum,0,3,2013-10-05,Kabupaten Gresik
386297994661732352,hariankompas,Kabupaten Gresik di Jawa Timur kerap disebut sebagai ”Kota Wali”. http://t.co/V6waLOvy1t”Kitab-Suci”,kabupaten gresik di jawa timur kerap disebut sebagai kota wali,netral,0.955,umum,0,2,2013-10-05,Kabupaten Gresik
383039209352605696,NTMCLantasPolri,08.23 WIB jadwal sim keliling wilayah kabupaten gresik : http://t.co/IUrjhcWpQr,0823 wib jadwal sim keliling wilayah kabupaten gresik,netral,0.998,umum,0,1,2013-09-26,Kabupaten Gresik
380169631693959168,RadioElshinta,BPBD kabupaten Gresik Jatim melakukan pencarian sumber mata air disejumlah wilayah yang mengalami krisis air untuk dibuatkan sumur bor.,bpbd kabupaten gresik jatim melakukan pencarian sumber mata air disejumlah wilayah yang mengalami krisis air untuk dibuatkan sumur bor,netral,0.997,umum,0,0,2013-09-18,Kabupaten Gresik
369870961765408768,AkinzeArt,"Panwaslu Gresik Akan Tabah 1000 Lebih PPL: Panitia Pengawas Pemilu Kabupaten Gresik, menambah pengawas pemilu ... http://t.co/dn3GsS6lw2",panwaslu gresik akan tabah 1000 lebih ppl panitia pengawas pemilu kabupaten gresik menambah pengawas pemilu,netral,0.995,umum,0,4,2013-08-20,Kabupaten Gresik
361376593731518464,AkinzeArt,PP Gresik Gelar Pasar Murah: Pimpinan Cabang Pemuda Pancasila (PP) Kabupaten Gresik mengadakan pasar murah den... http://t.co/H8FZ3QgeXd,pp gresik gelar pasar murah pimpinan cabang pemuda pancasila pp kabupaten gresik mengadakan pasar murah den,netral,0.989,umum,0,0,2013-07-28,Kabupaten Gresik
358172960206499841,nu_online,"Pemkab Gresik Perbaiki Lokasi Wisata Religi: Gresik, NU OnlinePemerintah Kabupaten Gresik, Jawa Timur, akan me... http://t.co/j9eHPd8BL8",pemkab gresik perbaiki lokasi wisata religi gresik nu onlinepemerintah kabupaten gresik jawa timur akan me,netral,0.997,wisata,1,1,2013-07-19,Kabupaten Gresik
340339660519796736,idwiki,"Karesidenan Surabaya mencakup daerah yang kini wilayah Kabupaten Gresik, Sidoarjo, Mojokerto, dan Jombang. #Surabaya720",karesidenan surabaya mencakup daerah yang kini wilayah kabupaten gresik sidoarjo mojokerto dan jombang surabaya720,netral,0.994,umum,0,4,2013-05-31,Kabupaten Gresik
331340370912878592,e100ss,"16.30 : Para pengguna jalan yang melewati Jalan Raya Wringin Anom Kabupaten Gresik harap berhati-hati, karena ada... http://t.co/eBoW44cMGr",1630 para pengguna jalan yang melewati jalan raya wringin anom kabupaten gresik harap berhatihati karena ada,netral,0.996,infrastruktur,0,0,2013-05-06,Kabupaten Gresik
328390692239986689,RadioElshinta,13.08: RT @M_Khoirul_Hanif: sudah turun hujan di daerah Kecamatan Kebomas Kabupaten Gresik Jawa Timur. #Cuaca,1308 rt sudah turun hujan di daerah kecamatan kebomas kabupaten gresik jawa timur cuaca,netral,0.997,umum,0,1,2013-04-28,Kabupaten Gresik
321621739207524354,RadioElshinta,30% Jalan di Kabupaten Gresik Rusak http://t.co/VFqkGriYoC,30 jalan di kabupaten gresik rusak,netral,0.71,infrastruktur,0,1,2013-04-09,Kabupaten Gresik
321569411284729856,RadioElshinta,30% Jalan di Kabupaten Gresik Rusak http://t.co/WPotkOvwAU,30 jalan di kabupaten gresik rusak,netral,0.71,infrastruktur,0,2,2013-04-09,Kabupaten Gresik
319996198142492673,DivHumas_Polri,"Terimakasih AIPTU JAILANI

Sekitar sembilan tahun silam, Kabupaten Gresik, Jawa Timur, menjadi 'momok'... http://t.co/8F5CXlb5y4",terimakasih aiptu jailani sekitar sembilan tahun silam kabupaten gresik jawa timur menjadi momok,netral,0.882,umum,0,5,2013-04-05,Kabupaten Gresik
295381432120004608,muhammadiyah,"Semoga sukses! :) RT @DodikPriyambada @muhammadiyah Raker PDM Kabupaten Gresik Jatim, 26 - 27 Januari 2013",semoga sukses rt raker pdm kabupaten gresik jatim 26 27 januari 2013,netral,0.894,umum,0,0,2013-01-27,Kabupaten Gresik
295365118928232450,muhammadiyah,"""@DodikPriyambada: @muhammadiyah Raker PDM Kabupaten Gresik Jatim, 26 - 27 Januari 2013""",raker pdm kabupaten gresik jatim 26 27 januari 2013,netral,0.997,umum,0,0,2013-01-27,Kabupaten Gresik
291203421648871424,Gerindra,@afirilpecintarc DPC @Gerindra Kabupaten Gresik  Jl. Dr. Wahidin SH No. 86 Randuagung - Gresik,dpc kabupaten gresik jl dr wahidin sh no 86 randuagung gresik,netral,0.997,umum,1,1,2013-01-15,Kabupaten Gresik
287185334519861248,Metro_TV,Kabupaten Gresik Siaga III Banjir: http://t.co/fy4DaHgn,kabupaten gresik siaga iii banjir,netral,0.996,bencana,1,6,2013-01-04,Kabupaten Gresik
286762643518267392,RadioElshinta,"Hari Sucipto: BPBD Kabupaten Gresik Jatim, belum menetapkan status apapun terhadap kondisi air dialiran Bengawan Solo yang mulai meninggi.",hari sucipto bpbd kabupaten gresik jatim belum menetapkan status apapun terhadap kondisi air dialiran bengawan solo yang mulai meninggi,netral,0.994,umum,0,0,2013-01-03,Kabupaten Gresik
281684575091052544,Bisniscom,"PAJAK RESTORAN: Setoran untuk Kabupaten Gresik capai Rp4,1 miliar http://t.co/6DLNd4DR",pajak restoran setoran untuk kabupaten gresik capai rp41 miliar,netral,0.998,umum,0,0,2012-12-20,Kabupaten Gresik
281682990134882304,Bisniscom,WARUNG REMANG-REMANG: Satpol  PP Kabupaten Gresik  Gerebeg ‘Warung Pangku’ http://t.co/jgIcTFmW,warung remangremang satpol pp kabupaten gresik gerebeg warung pangku,netral,0.989,umum,0,0,2012-12-20,Kabupaten Gresik
279072923841613824,BaleBengong,"dari @aryawizznnuu: UMK Kabupaten Gresik 2013 Rp 1.740.000, UMK Kabupaten Badung 2013 Rp 1.401.000. gmn pendapatnya?",dari umk kabupaten gresik 2013 rp 1740000 umk kabupaten badung 2013 rp 1401000 gmn pendapatnya,netral,0.997,umum,0,1,2012-12-13,Kabupaten Gresik
426951987792322560,Green_Nord27,"Bonek-Bonek dari Gresik, Madiun, Pasuruan dan Jawa Timur, serta seluruh Bonek-Bonek Nusantara yang ada di Surabaya ini. #SoerabaiaMelawan",bonekbonek dari gresik madiun pasuruan dan jawa timur serta seluruh bonekbonek nusantara yang ada di surabaya ini soerabaiamelawan,netral,0.963,umum,1,24,2014-01-25,Gresik Jawa Timur
426258307360120833,Bisniscom,Penjualan Semen Gresik Dibidik Naik 73% di Jawa Timur http://t.co/3P7qrcaqUD,penjualan semen gresik dibidik naik 73 di jawa timur,netral,0.997,industri,0,0,2014-01-23,Gresik Jawa Timur
420110737210503168,JobsDBIndonesia,"#LowonganKerja STAFF ACCOUNTING ( SA ) - GRESIK JAWA TIMUR - SEMESTARAYA  ABADIJAYA, PT: Salary: ... http://t.co/DwO2Yaie10 | Accounting",lowongankerja staff accounting sa gresik jawa timur semestaraya abadijaya pt salary accounting,netral,0.991,umum,0,0,2014-01-06,Gresik Jawa Timur
408563389020250112,myXLCare,"@fitri0202 Hai, ada di Jl. Veteran No. 46  Kebonmas Gresik Jawa Timur buka Senin – Sabtu ( 08 -00 – 17:00 WIB) minggu tutup ya. ^Oc",hai ada di jl veteran no 46 kebonmas gresik jawa timur buka senin sabtu 08 00 1700 wib minggu tutup ya oc,netral,0.993,umum,0,0,2013-12-05,Gresik Jawa Timur
402996979984105475,RadioElshinta,Lebih dari 2000 buruh berunjukrasa menuntut kenaikan UMK 2014 di Kota Gresik menuju kantor Gubernur. Jawa Timur.,lebih dari 2000 buruh berunjukrasa menuntut kenaikan umk 2014 di kota gresik menuju kantor gubernur jawa timur,netral,0.997,umum,0,0,2013-11-20,Gresik Jawa Timur
398132824081199104,ridwankamil,"Hah? Eta kan di Jawa Timur RT @ibalkobell: @ridwankamil lapor pak ,abi tos #rebosunda di gresik ,",hah eta kan di jawa timur rt lapor pak abi tos rebosunda di gresik,netral,0.863,umum,5,18,2013-11-06,Gresik Jawa Timur
397542216500908032,Madrid_Indo,"Gresik, Jawa Timur #VamosGresik #Gathnas2Bali ""@Madrid_Gresik: @Madrid_Indo absen dulu, gresik 2 min :)""",gresik jawa timur vamosgresik gathnas2bali absen dulu gresik 2 min,netral,0.997,umum,0,3,2013-11-05,Gresik Jawa Timur
395088571566014465,JobsDBIndonesia,"#LowonganKerja GURU AREA JAWA TIMUR (SURABAYA, SIDOARJO, GRESIK) - PONDOK ALJABAR (LKP): Salary: A... http://t.co/Q7hGJyN6Rq | Education",lowongankerja guru area jawa timur surabaya sidoarjo gresik pondok aljabar lkp salary a education,netral,0.985,umum,0,1,2013-10-29,Gresik Jawa Timur
393653056102858752,VIVAcoid,"Surabaya dan Gresik Berebut Pulau, Provinsi Jawa Timur 'Ambil Alih' http://t.co/s7Tjlkp0RE",surabaya dan gresik berebut pulau provinsi jawa timur ambil alih,netral,0.997,umum,0,6,2013-10-25,Gresik Jawa Timur
392679462506348544,e100ss,"#SSInfo: Pemprov Jawa Timur akan mengambil alih Pulau Galang, yang akhir-akhir ini jadi rebutan Gresik dan... http://t.co/amwfSkrGYZ",ssinfo pemprov jawa timur akan mengambil alih pulau galang yang akhirakhir ini jadi rebutan gresik dan,netral,0.997,umum,0,2,2013-10-22,Gresik Jawa Timur
